"","x"
"2142","1"
"2143","1"
"2144","1"
"2145","1"
"2146","1"
"2147","1"
"2148","1"
"2149","1"
"2150","1"
"2151","1"
"2152","1"
"2153","1"
"2154","1"
"2155","2"
"2156","2"
"2157","2"
"2158","1"
"2159","1"
"2160","1"
"2161","1"
"2162","1"
"2163","1"
"2164","1"
"2165","1"
"2166","1"
"2167","1"
"2168","2"
"2169","2"
"2170","2"
"2171","2"
"2172","2"
"2173","2"
"2174","2"
"2175","2"
"2176","2"
"2177","2"
"2178","2"
"2179","2"
"2180","1"
"2181","2"
"2182","2"
"2183","2"
"2184","2"
"2185","2"
"2186","2"
"2187","2"
"2188","2"
"2189","2"
"2190","2"
"2191","2"
"2192","2"
"2193","2"
"2194","2"
"2195","2"
"2196","2"
"2197","2"
"2198","2"
"2199","2"
"2200","2"
"2201","2"
"2202","2"
"2203","2"
"2204","2"
"2205","2"
"2206","3"
"2207","2"
"2208","2"
"2209","1"
"2210","1"
"2211","1"
"2212","1"
"2213","1"
"2214","1"
"2215","1"
"2216","1"
"2217","1"
"2218","1"
"2219","1"
"2220","1"
"2221","1"
"2222","1"
"2223","1"
"2224","1"
"2225","1"
"2226","1"
"2227","1"
"2228","1"
"2229","1"
"2230","1"
"2231","1"
"2232","1"
"2233","2"
"2234","2"
"2235","2"
"2236","1"
"2237","1"
"2238","1"
"2239","1"
"2240","1"
"2241","1"
"2242","1"
"2243","1"
"2244","1"
"2245","1"
"2246","2"
"2247","2"
"2248","2"
"2249","2"
"2250","2"
"2251","2"
"2252","2"
"2253","2"
"2254","2"
"2255","2"
"2256","2"
"2257","2"
"2258","1"
"2259","2"
"2260","2"
"2261","2"
"2262","2"
"2263","2"
"2264","2"
"2265","2"
"2266","2"
"2267","2"
"2268","2"
"2269","2"
"2270","2"
"2271","2"
"2272","2"
"2273","2"
"2274","2"
"2275","2"
"2276","2"
"2277","2"
"2278","2"
"2279","2"
"2280","2"
"2281","2"
"2282","2"
"2283","2"
"2284","3"
"2285","2"
"2286","2"
"2287","1"
"2288","1"
"2289","1"
"2290","1"
"2291","1"
"2292","1"
"2293","1"
"2294","1"
"2295","1"
"2296","1"
"2297","1"
"2298","1"
"2299","1"
"2300","1"
"2301","1"
"2302","1"
"2303","1"
"2304","1"
"2305","1"
"2306","1"
"2307","1"
"2308","1"
"2309","1"
"2310","1"
"2311","2"
"2312","2"
"2313","2"
"2314","1"
"2315","1"
"2316","1"
"2317","1"
"2318","1"
"2319","1"
"2320","1"
"2321","1"
"2322","1"
"2323","1"
"2324","2"
"2325","2"
"2326","2"
"2327","2"
"2328","2"
"2329","2"
"2330","2"
"2331","2"
"2332","2"
"2333","2"
"2334","2"
"2335","2"
"2336","1"
"2337","2"
"2338","2"
"2339","2"
"2340","2"
"2341","2"
"2342","2"
"2343","2"
"2344","2"
"2345","2"
"2346","2"
"2347","2"
"2348","2"
"2349","2"
"2350","2"
"2351","2"
"2352","2"
"2353","2"
"2354","2"
"2355","2"
"2356","2"
"2357","2"
"2358","2"
"2359","2"
"2360","2"
"2361","2"
"2362","3"
"2363","2"
"2364","2"
"2365","1"
"2366","1"
"2367","1"
"2368","1"
"2369","1"
"2370","1"
"2371","1"
"2372","1"
"2373","1"
"2374","1"
"2375","1"
"2376","1"
"2377","1"
"2378","1"
"2379","1"
"2380","1"
"2381","1"
"2382","1"
"2383","1"
"2384","1"
"2385","1"
"2386","1"
"2387","1"
"2388","1"
"2389","2"
"2390","2"
"2391","2"
"2392","1"
"2393","1"
"2394","1"
"2395","1"
"2396","1"
"2397","1"
"2398","1"
"2399","1"
"2400","1"
"2401","1"
"2402","2"
"2403","2"
"2404","2"
"2405","2"
"2406","2"
"2407","2"
"2408","2"
"2409","2"
"2410","2"
"2411","2"
"2412","2"
"2413","2"
"2414","1"
"2415","2"
"2416","2"
"2417","2"
"2418","2"
"2419","2"
"2420","2"
"2421","2"
"2422","2"
"2423","2"
"2424","2"
"2425","2"
"2426","2"
"2427","2"
"2428","2"
"2429","2"
"2430","2"
"2431","2"
"2432","2"
"2433","2"
"2434","2"
"2435","2"
"2436","2"
"2437","2"
"2438","2"
"2439","2"
"2440","3"
"2441","2"
"2442","2"
"2443","1"
"2444","1"
"2445","1"
"2446","1"
"2447","1"
"2448","1"
"2449","1"
"2450","1"
"2451","1"
"2452","1"
"2453","1"
"2454","1"
"2455","1"
"2456","1"
"2457","1"
"2458","1"
"2459","1"
"2460","1"
"2461","1"
"2462","1"
"2463","1"
"2464","1"
"2465","1"
"2466","1"
"2467","2"
"2468","2"
"2469","2"
"2470","1"
"2471","1"
"2472","1"
"2473","1"
"2474","1"
"2475","1"
"2476","1"
"2477","1"
"2478","1"
"2479","1"
"2480","2"
"2481","2"
"2482","2"
"2483","2"
"2484","2"
"2485","2"
"2486","2"
"2487","2"
"2488","2"
"2489","2"
"2490","2"
"2491","2"
"2492","1"
"2493","2"
"2494","2"
"2495","2"
"2496","2"
"2497","2"
"2498","2"
"2499","2"
"2500","2"
"2501","2"
"2502","2"
"2503","2"
"2504","2"
"2505","2"
"2506","2"
"2507","2"
"2508","2"
"2509","2"
"2510","2"
"2511","2"
"2512","2"
"2513","2"
"2514","2"
"2515","2"
"2516","2"
"2517","2"
"2518","3"
"2519","2"
"2520","2"
"2521","1"
"2522","1"
"2523","1"
"2524","1"
"2525","1"
"2526","1"
"2527","1"
"2528","1"
"2529","1"
"2530","1"
"2531","1"
"2532","1"
"2533","1"
"2534","1"
"2535","1"
"2536","1"
"2537","1"
"2538","1"
"2539","1"
"2540","1"
"2541","1"
"2542","1"
"2543","1"
"2544","1"
"2545","2"
"2546","2"
"2547","2"
"2548","1"
"2549","1"
"2550","1"
"2551","1"
"2552","1"
"2553","1"
"2554","1"
"2555","1"
"2556","1"
"2557","1"
"2558","2"
"2559","2"
"2560","2"
"2561","2"
"2562","2"
"2563","2"
"2564","2"
"2565","2"
"2566","2"
"2567","2"
"2568","2"
"2569","2"
"2570","1"
"2571","2"
"2572","2"
"2573","2"
"2574","2"
"2575","2"
"2576","2"
"2577","2"
"2578","2"
"2579","2"
"2580","2"
"2581","2"
"2582","2"
"2583","2"
"2584","2"
"2585","2"
"2586","2"
"2587","2"
"2588","2"
"2589","3"
"2590","2"
"2591","2"
"2592","2"
"2593","2"
"2594","3"
"2595","2"
"2596","3"
"2597","2"
"2598","2"
"2599","1"
"2600","1"
"2601","1"
"2602","1"
"2603","1"
"2604","1"
"2605","1"
"2606","1"
"2607","1"
"2608","1"
"2609","1"
"2610","1"
"2611","1"
"2612","1"
"2613","1"
"2614","1"
"2615","1"
"2616","1"
"2617","1"
"2618","1"
"2619","1"
"2620","1"
"2621","1"
"2622","1"
"2623","2"
"2624","2"
"2625","2"
"2626","1"
"2627","1"
"2628","1"
"2629","1"
"2630","1"
"2631","1"
"2632","1"
"2633","1"
"2634","1"
"2635","1"
"2636","2"
"2637","2"
"2638","2"
"2639","2"
"2640","2"
"2641","2"
"2642","3"
"2643","2"
"2644","2"
"2645","2"
"2646","2"
"2647","2"
"2648","1"
"2649","2"
"2650","2"
"2651","2"
"2652","2"
"2653","2"
"2654","2"
"2655","2"
"2656","2"
"2657","2"
"2658","2"
"2659","2"
"2660","2"
"2661","2"
"2662","2"
"2663","2"
"2664","2"
"2665","2"
"2666","2"
"2667","2"
"2668","2"
"2669","2"
"2670","2"
"2671","2"
"2672","2"
"2673","2"
"2674","3"
"2675","2"
"2676","2"
"2677","1"
"2678","1"
"2679","1"
"2680","1"
"2681","1"
"2682","1"
"2683","1"
"2684","1"
"2685","1"
"2686","1"
"2687","1"
"2688","1"
"2689","1"
"2690","1"
"2691","1"
"2692","1"
"2693","1"
"2694","1"
"2695","1"
"2696","1"
"2697","1"
"2698","1"
"2699","1"
"2700","1"
"2701","2"
"2702","2"
"2703","2"
"2704","1"
"2705","1"
"2706","1"
"2707","1"
"2708","1"
"2709","1"
"2710","1"
"2711","1"
"2712","1"
"2713","1"
"2714","2"
"2715","2"
"2716","2"
"2717","2"
"2718","2"
"2719","2"
"2720","2"
"2721","2"
"2722","2"
"2723","2"
"2724","2"
"2725","2"
"2726","1"
"2727","2"
"2728","2"
"2729","2"
"2730","2"
"2731","2"
"2732","2"
"2733","2"
"2734","2"
"2735","2"
"2736","2"
"2737","2"
"2738","2"
"2739","2"
"2740","2"
"2741","2"
"2742","2"
"2743","2"
"2744","2"
"2745","2"
"2746","2"
"2747","2"
"2748","2"
"2749","2"
"2750","2"
"2751","2"
"2752","3"
"2753","2"
"2754","2"
"2755","1"
"2756","1"
"2757","1"
"2758","1"
"2759","1"
"2760","1"
"2761","1"
"2762","1"
"2763","1"
"2764","1"
"2765","1"
"2766","1"
"2767","1"
"2768","1"
"2769","1"
"2770","1"
"2771","1"
"2772","1"
"2773","1"
"2774","1"
"2775","1"
"2776","1"
"2777","1"
"2778","1"
"2779","2"
"2780","2"
"2781","2"
"2782","1"
"2783","1"
"2784","1"
"2785","1"
"2786","1"
"2787","1"
"2788","1"
"2789","1"
"2790","1"
"2791","1"
"2792","2"
"2793","2"
"2794","2"
"2795","2"
"2796","2"
"2797","2"
"2798","2"
"2799","2"
"2800","2"
"2801","2"
"2802","2"
"2803","2"
"2804","1"
"2805","2"
"2806","2"
"2807","2"
"2808","2"
"2809","2"
"2810","2"
"2811","2"
"2812","2"
"2813","2"
"2814","2"
"2815","2"
"2816","2"
"2817","2"
"2818","2"
"2819","2"
"2820","2"
"2821","2"
"2822","2"
"2823","2"
"2824","2"
"2825","2"
"2826","2"
"2827","2"
"2828","2"
"2829","2"
"2830","3"
"2831","2"
"2832","2"
"2833","1"
"2834","1"
"2835","1"
"2836","1"
"2837","1"
"2838","1"
"2839","1"
"2840","1"
"2841","1"
"2842","1"
"2843","1"
"2844","1"
"2845","1"
"2846","1"
"2847","1"
"2848","1"
"2849","1"
"2850","1"
"2851","1"
"2852","1"
"2853","1"
"2854","1"
"2855","1"
"2856","1"
"2857","2"
"2858","2"
"2859","2"
"2860","1"
"2861","1"
"2862","1"
"2863","1"
"2864","1"
"2865","1"
"2866","1"
"2867","1"
"2868","1"
"2869","1"
"2870","2"
"2871","2"
"2872","2"
"2873","2"
"2874","2"
"2875","2"
"2876","2"
"2877","2"
"2878","2"
"2879","2"
"2880","2"
"2881","2"
"2882","1"
"2883","2"
"2884","2"
"2885","2"
"2886","2"
"2887","2"
"2888","2"
"2889","2"
"2890","2"
"2891","2"
"2892","2"
"2893","2"
"2894","2"
"2895","2"
"2896","2"
"2897","2"
"2898","2"
"2899","2"
"2900","2"
"2901","3"
"2902","2"
"2903","2"
"2904","2"
"2905","2"
"2906","3"
"2907","2"
"2908","3"
"2909","2"
"2910","2"
"2911","1"
"2912","1"
"2913","1"
"2914","1"
"2915","1"
"2916","1"
"2917","1"
"2918","1"
"2919","1"
"2920","1"
"2921","1"
"2922","1"
"2923","1"
"2924","1"
"2925","1"
"2926","1"
"2927","1"
"2928","1"
"2929","1"
"2930","1"
"2931","1"
"2932","1"
"2933","1"
"2934","1"
"2935","2"
"2936","2"
"2937","2"
"2938","1"
"2939","1"
"2940","1"
"2941","1"
"2942","1"
"2943","1"
"2944","1"
"2945","1"
"2946","1"
"2947","1"
"2948","2"
"2949","2"
"2950","2"
"2951","2"
"2952","2"
"2953","2"
"2954","3"
"2955","2"
"2956","2"
"2957","2"
"2958","2"
"2959","2"
"2960","1"
"2961","2"
"2962","2"
"2963","3"
"2964","2"
"2965","2"
"2966","2"
"2967","2"
"2968","2"
"2969","2"
"2970","2"
"2971","2"
"2972","2"
"2973","2"
"2974","2"
"2975","2"
"2976","2"
"2977","2"
"2978","2"
"2979","2"
"2980","2"
"2981","2"
"2982","2"
"2983","2"
"2984","2"
"2985","2"
"2986","3"
"2987","2"
"2988","2"
"2989","1"
"2990","1"
"2991","1"
"2992","1"
"2993","1"
"2994","1"
"2995","1"
"2996","1"
"2997","1"
"2998","1"
"2999","1"
"3000","1"
"3001","1"
"3002","1"
"3003","1"
"3004","1"
"3005","1"
"3006","1"
"3007","1"
"3008","1"
"3009","1"
"3010","1"
"3011","1"
"3012","1"
"3013","2"
"3014","2"
"3015","2"
"3016","1"
"3017","1"
"3018","1"
"3019","1"
"3020","1"
"3021","1"
"3022","1"
"3023","1"
"3024","1"
"3025","1"
"3026","2"
"3027","2"
"3028","2"
"3029","2"
"3030","2"
"3031","2"
"3032","2"
"3033","2"
"3034","2"
"3035","2"
"3036","2"
"3037","2"
"3038","1"
"3039","2"
"3040","2"
"3041","2"
"3042","2"
"3043","2"
"3044","2"
"3045","2"
"3046","2"
"3047","2"
"3048","2"
"3049","2"
"3050","2"
"3051","2"
"3052","2"
"3053","2"
"3054","2"
"3055","2"
"3056","2"
"3057","2"
"3058","2"
"3059","2"
"3060","2"
"3061","2"
"3062","3"
"3063","2"
"3064","3"
"3065","2"
"3066","2"
"3067","1"
"3068","1"
"3069","1"
"3070","1"
"3071","1"
"3072","1"
"3073","1"
"3074","1"
"3075","1"
"3076","1"
"3077","1"
"3078","1"
"3079","1"
"3080","1"
"3081","1"
"3082","1"
"3083","1"
"3084","1"
"3085","1"
"3086","1"
"3087","1"
"3088","1"
"3089","1"
"3090","1"
"3091","2"
"3092","2"
"3093","2"
"3094","1"
"3095","1"
"3096","1"
"3097","1"
"3098","1"
"3099","1"
"3100","1"
"3101","1"
"3102","1"
"3103","1"
"3104","2"
"3105","2"
"3106","2"
"3107","2"
"3108","2"
"3109","2"
"3110","3"
"3111","2"
"3112","2"
"3113","2"
"3114","2"
"3115","2"
"3116","1"
"3117","2"
"3118","2"
"3119","2"
"3120","2"
"3121","2"
"3122","2"
"3123","2"
"3124","2"
"3125","2"
"3126","2"
"3127","2"
"3128","2"
"3129","2"
"3130","2"
"3131","2"
"3132","2"
"3133","2"
"3134","2"
"3135","2"
"3136","2"
"3137","2"
"3138","2"
"3139","2"
"3140","2"
"3141","2"
"3142","3"
"3143","2"
"3144","2"
"3145","1"
"3146","1"
"3147","1"
"3148","1"
"3149","1"
"3150","1"
"3151","1"
"3152","1"
"3153","1"
"3154","1"
"3155","1"
"3156","1"
"3157","1"
"3158","1"
"3159","1"
"3160","1"
"3161","1"
"3162","1"
"3163","1"
"3164","1"
"3165","1"
"3166","1"
"3167","1"
"3168","1"
"3169","2"
"3170","2"
"3171","2"
"3172","1"
"3173","1"
"3174","1"
"3175","1"
"3176","1"
"3177","1"
"3178","1"
"3179","1"
"3180","1"
"3181","1"
"3182","2"
"3183","2"
"3184","2"
"3185","2"
"3186","2"
"3187","2"
"3188","2"
"3189","2"
"3190","2"
"3191","2"
"3192","2"
"3193","2"
"3194","1"
"3195","2"
"3196","2"
"3197","2"
"3198","2"
"3199","2"
"3200","3"
"3201","3"
"3202","2"
"3203","2"
"3204","2"
"3205","2"
"3206","2"
"3207","2"
"3208","2"
"3209","2"
"3210","2"
"3211","2"
"3212","2"
"3213","2"
"3214","2"
"3215","2"
"3216","2"
"3217","2"
"3218","2"
"3219","2"
"3220","3"
"3221","2"
"3222","2"
"3223","1"
"3224","1"
"3225","1"
"3226","1"
"3227","1"
"3228","1"
"3229","1"
"3230","1"
"3231","1"
"3232","1"
"3233","1"
"3234","1"
"3235","1"
"3236","1"
"3237","1"
"3238","1"
"3239","1"
"3240","1"
"3241","1"
"3242","1"
"3243","1"
"3244","1"
"3245","1"
"3246","1"
"3247","2"
"3248","2"
"3249","2"
"3250","1"
"3251","1"
"3252","1"
"3253","1"
"3254","1"
"3255","1"
"3256","1"
"3257","1"
"3258","1"
"3259","1"
"3260","2"
"3261","2"
"3262","3"
"3263","2"
"3264","2"
"3265","2"
"3266","2"
"3267","2"
"3268","2"
"3269","2"
"3270","2"
"3271","2"
"3272","1"
"3273","2"
"3274","2"
"3275","2"
"3276","2"
"3277","2"
"3278","2"
"3279","2"
"3280","2"
"3281","2"
"3282","2"
"3283","2"
"3284","2"
"3285","2"
"3286","2"
"3287","2"
"3288","2"
"3289","2"
"3290","2"
"3291","2"
"3292","2"
"3293","2"
"3294","2"
"3295","2"
"3296","2"
"3297","2"
"3298","3"
"3299","2"
"3300","2"
"3301","1"
"3302","1"
"3303","1"
"3304","1"
"3305","1"
"3306","1"
"3307","1"
"3308","1"
"3309","1"
"3310","1"
"3311","1"
"3312","1"
"3313","1"
"3314","1"
"3315","1"
"3316","1"
"3317","1"
"3318","1"
"3319","1"
"3320","1"
"3321","1"
"3322","1"
"3323","1"
"3324","1"
"3325","2"
"3326","2"
"3327","2"
"3328","1"
"3329","1"
"3330","1"
"3331","1"
"3332","1"
"3333","1"
"3334","1"
"3335","1"
"3336","1"
"3337","1"
"3338","2"
"3339","2"
"3340","2"
"3341","2"
"3342","2"
"3343","2"
"3344","2"
"3345","2"
"3346","2"
"3347","2"
"3348","2"
"3349","2"
"3350","1"
"3351","2"
"3352","2"
"3353","2"
"3354","2"
"3355","2"
"3356","2"
"3357","2"
"3358","2"
"3359","2"
"3360","2"
"3361","2"
"3362","2"
"3363","2"
"3364","2"
"3365","2"
"3366","2"
"3367","2"
"3368","2"
"3369","2"
"3370","2"
"3371","2"
"3372","2"
"3373","2"
"3374","2"
"3375","2"
"3376","3"
"3377","2"
"3378","2"
"3379","1"
"3380","1"
"3381","1"
"3382","1"
"3383","1"
"3384","1"
"3385","1"
"3386","1"
"3387","1"
"3388","1"
"3389","1"
"3390","1"
"3391","1"
"3392","1"
"3393","1"
"3394","1"
"3395","1"
"3396","1"
"3397","1"
"3398","1"
"3399","1"
"3400","1"
"3401","1"
"3402","1"
"3403","2"
"3404","2"
"3405","2"
"3406","1"
"3407","1"
"3408","1"
"3409","1"
"3410","1"
"3411","1"
"3412","1"
"3413","1"
"3414","1"
"3415","1"
"3416","2"
"3417","2"
"3418","2"
"3419","2"
"3420","2"
"3421","2"
"3422","2"
"3423","2"
"3424","2"
"3425","2"
"3426","2"
"3427","2"
"3428","1"
"3429","2"
"3430","2"
"3431","2"
"3432","2"
"3433","2"
"3434","2"
"3435","2"
"3436","2"
"3437","2"
"3438","2"
"3439","2"
"3440","2"
"3441","2"
"3442","2"
"3443","2"
"3444","2"
"3445","2"
"3446","2"
"3447","2"
"3448","2"
"3449","2"
"3450","2"
"3451","2"
"3452","2"
"3453","2"
"3454","3"
"3455","2"
"3456","2"
"3457","1"
"3458","1"
"3459","1"
"3460","1"
"3461","1"
"3462","1"
"3463","1"
"3464","1"
"3465","1"
"3466","1"
"3467","1"
"3468","1"
"3469","1"
"3470","1"
"3471","1"
"3472","1"
"3473","1"
"3474","1"
"3475","1"
"3476","1"
"3477","1"
"3478","1"
"3479","1"
"3480","1"
"3481","2"
"3482","2"
"3483","2"
"3484","1"
"3485","1"
"3486","1"
"3487","1"
"3488","1"
"3489","1"
"3490","1"
"3491","1"
"3492","1"
"3493","1"
"3494","2"
"3495","2"
"3496","2"
"3497","2"
"3498","2"
"3499","2"
"3500","2"
"3501","2"
"3502","2"
"3503","2"
"3504","2"
"3505","2"
"3506","1"
"3507","2"
"3508","2"
"3509","2"
"3510","2"
"3511","2"
"3512","2"
"3513","2"
"3514","2"
"3515","2"
"3516","2"
"3517","2"
"3518","2"
"3519","2"
"3520","2"
"3521","2"
"3522","2"
"3523","2"
"3524","2"
"3525","3"
"3526","2"
"3527","2"
"3528","2"
"3529","2"
"3530","2"
"3531","2"
"3532","3"
"3533","2"
"3534","2"
"3535","1"
"3536","1"
"3537","1"
"3538","1"
"3539","1"
"3540","1"
"3541","1"
"3542","1"
"3543","1"
"3544","1"
"3545","1"
"3546","1"
"3547","1"
"3548","1"
"3549","1"
"3550","1"
"3551","1"
"3552","1"
"3553","1"
"3554","1"
"3555","1"
"3556","1"
"3557","1"
"3558","1"
"3559","2"
"3560","2"
"3561","2"
"3562","1"
"3563","1"
"3564","1"
"3565","1"
"3566","1"
"3567","1"
"3568","1"
"3569","1"
"3570","1"
"3571","1"
"3572","2"
"3573","2"
"3574","3"
"3575","2"
"3576","2"
"3577","2"
"3578","2"
"3579","2"
"3580","2"
"3581","2"
"3582","2"
"3583","2"
"3584","1"
"3585","2"
"3586","2"
"3587","2"
"3588","2"
"3589","2"
"3590","2"
"3591","2"
"3592","2"
"3593","2"
"3594","2"
"3595","2"
"3596","2"
"3597","2"
"3598","2"
"3599","2"
"3600","2"
"3601","2"
"3602","2"
"3603","3"
"3604","2"
"3605","2"
"3606","2"
"3607","2"
"3608","2"
"3609","2"
"3610","3"
"3611","2"
"3612","2"
"3613","1"
"3614","1"
"3615","1"
"3616","1"
"3617","1"
"3618","1"
"3619","1"
"3620","1"
"3621","1"
"3622","1"
"3623","1"
"3624","1"
"3625","1"
"3626","1"
"3627","1"
"3628","1"
"3629","1"
"3630","1"
"3631","1"
"3632","1"
"3633","1"
"3634","1"
"3635","1"
"3636","1"
"3637","2"
"3638","2"
"3639","2"
"3640","1"
"3641","1"
"3642","1"
"3643","1"
"3644","1"
"3645","1"
"3646","1"
"3647","1"
"3648","1"
"3649","1"
"3650","2"
"3651","2"
"3652","2"
"3653","2"
"3654","2"
"3655","2"
"3656","3"
"3657","2"
"3658","2"
"3659","2"
"3660","2"
"3661","2"
"3662","1"
"3663","2"
"3664","2"
"3665","2"
"3666","2"
"3667","2"
"3668","2"
"3669","2"
"3670","2"
"3671","2"
"3672","2"
"3673","2"
"3674","2"
"3675","2"
"3676","2"
"3677","2"
"3678","2"
"3679","2"
"3680","2"
"3681","3"
"3682","2"
"3683","2"
"3684","2"
"3685","2"
"3686","2"
"3687","2"
"3688","3"
"3689","2"
"3690","2"
"3691","1"
"3692","1"
"3693","1"
"3694","1"
"3695","1"
"3696","1"
"3697","1"
"3698","1"
"3699","1"
"3700","1"
"3701","1"
"3702","1"
"3703","1"
"3704","1"
"3705","1"
"3706","1"
"3707","1"
"3708","1"
"3709","1"
"3710","1"
"3711","1"
"3712","1"
"3713","1"
"3714","1"
"3715","2"
"3716","2"
"3717","2"
"3718","3"
"3719","1"
"3720","1"
"3721","1"
"3722","1"
"3723","1"
"3724","1"
"3725","1"
"3726","1"
"3727","1"
"3728","2"
"3729","2"
"3730","2"
"3731","2"
"3732","2"
"3733","2"
"3734","2"
"3735","2"
"3736","2"
"3737","2"
"3738","2"
"3739","2"
"3740","1"
"3741","2"
"3742","2"
"3743","2"
"3744","2"
"3745","2"
"3746","3"
"3747","2"
"3748","2"
"3749","2"
"3750","2"
"3751","2"
"3752","2"
"3753","2"
"3754","2"
"3755","2"
"3756","2"
"3757","2"
"3758","3"
"3759","2"
"3760","2"
"3761","2"
"3762","2"
"3763","2"
"3764","2"
"3765","2"
"3766","3"
"3767","2"
"3768","2"
"3769","1"
"3770","1"
"3771","1"
"3772","1"
"3773","1"
"3774","1"
"3775","1"
"3776","1"
"3777","1"
"3778","1"
"3779","1"
"3780","1"
"3781","1"
"3782","1"
"3783","1"
"3784","1"
"3785","1"
"3786","1"
"3787","1"
"3788","1"
"3789","1"
"3790","1"
"3791","1"
"3792","1"
"3793","2"
"3794","2"
"3795","2"
"3796","1"
"3797","1"
"3798","1"
"3799","1"
"3800","1"
"3801","1"
"3802","1"
"3803","1"
"3804","1"
"3805","1"
"3806","2"
"3807","2"
"3808","3"
"3809","2"
"3810","2"
"3811","2"
"3812","2"
"3813","2"
"3814","2"
"3815","2"
"3816","2"
"3817","2"
"3818","1"
"3819","2"
"3820","2"
"3821","2"
"3822","2"
"3823","2"
"3824","2"
"3825","3"
"3826","3"
"3827","3"
"3828","3"
"3829","3"
"3830","3"
"3831","3"
"3832","3"
"3833","3"
"3834","2"
"3835","3"
"3836","3"
"3837","2"
"3838","3"
"3839","3"
"3840","3"
"3841","3"
"3842","2"
"3843","3"
"3844","2"
"3845","2"
"3846","2"
"3847","2"
"3848","2"
"3849","2"
"3850","2"
"3851","2"
"3852","2"
"3853","2"
"3854","2"
"3855","2"
"3856","2"
"3857","2"
"3858","2"
"3859","2"
"3860","2"
"3861","2"
"3862","2"
"3863","2"
"3864","2"
"3865","2"
"3866","2"
"3867","2"
"3868","2"
"3869","2"
"3870","2"
"3871","2"
"3872","3"
"3873","3"
"3874","2"
"3875","2"
"3876","2"
"3877","2"
"3878","2"
"3879","3"
"3880","3"
"3881","3"
"3882","3"
"3883","3"
"3884","3"
"3885","2"
"3886","3"
"3887","3"
"3888","3"
"3889","1"
"3890","3"
"3891","3"
"3892","2"
"3893","2"
"3894","2"
"3895","2"
"3896","3"
"3897","3"
"3898","3"
"3899","2"
"3900","3"
"3901","2"
"3902","2"
"3903","3"
"3904","2"
"3905","3"
"3906","3"
"3907","3"
"3908","3"
"3909","3"
"3910","3"
"3911","3"
"3912","2"
"3913","2"
"3914","3"
"3915","3"
"3916","2"
"3917","2"
"3918","3"
"3919","3"
"3920","2"
"3921","3"
"3922","2"
"3923","2"
"3924","2"
"3925","2"
"3926","2"
"3927","2"
"3928","2"
"3929","2"
"3930","2"
"3931","2"
"3932","2"
"3933","2"
"3934","2"
"3935","2"
"3936","2"
"3937","2"
"3938","2"
"3939","2"
"3940","2"
"3941","2"
"3942","2"
"3943","2"
"3944","2"
"3945","2"
"3946","2"
"3947","2"
"3948","2"
"3949","2"
"3950","3"
"3951","3"
"3952","2"
"3953","2"
"3954","2"
"3955","2"
"3956","2"
"3957","2"
"3958","2"
"3959","2"
"3960","2"
"3961","2"
"3962","3"
"3963","3"
"3964","2"
"3965","3"
"3966","3"
"3967","3"
"3968","3"
"3969","2"
"3970","2"
"3971","2"
"3972","2"
"3973","3"
"3974","2"
"3975","2"
"3976","3"
"3977","3"
"3978","3"
"3979","2"
"3980","2"
"3981","3"
"3982","2"
"3983","3"
"3984","3"
"3985","3"
"3986","3"
"3987","3"
"3988","1"
"3989","3"
"3990","2"
"3991","3"
"3992","3"
"3993","3"
"3994","3"
"3995","3"
"3996","1"
"3997","3"
"3998","2"
"3999","3"
"4000","2"
"4001","2"
"4002","2"
"4003","2"
"4004","2"
"4005","2"
"4006","2"
"4007","2"
"4008","2"
"4009","2"
"4010","2"
"4011","2"
"4012","2"
"4013","2"
"4014","2"
"4015","2"
"4016","2"
"4017","2"
"4018","2"
"4019","2"
"4020","2"
"4021","2"
"4022","2"
"4023","2"
"4024","2"
"4025","2"
"4026","2"
"4027","2"
"4028","3"
"4029","3"
"4030","2"
"4031","2"
"4032","2"
"4033","2"
"4034","2"
"4035","2"
"4036","2"
"4037","2"
"4038","2"
"4039","2"
"4040","3"
"4041","3"
"4042","3"
"4043","3"
"4044","3"
"4045","1"
"4046","3"
"4047","3"
"4048","2"
"4049","2"
"4050","2"
"4051","2"
"4052","2"
"4053","2"
"4054","3"
"4055","2"
"4056","3"
"4057","2"
"4058","2"
"4059","2"
"4060","2"
"4061","2"
"4062","2"
"4063","2"
"4064","2"
"4065","2"
"4066","2"
"4067","2"
"4068","2"
"4069","2"
"4070","2"
"4071","2"
"4072","2"
"4073","2"
"4074","2"
"4075","2"
"4076","2"
"4077","2"
"4078","3"
"4079","2"
"4080","2"
"4081","1"
"4082","1"
"4083","1"
"4084","1"
"4085","1"
"4086","1"
"4087","1"
"4088","1"
"4089","1"
"4090","1"
"4091","1"
"4092","1"
"4093","1"
"4094","1"
"4095","1"
"4096","1"
"4097","1"
"4098","1"
"4099","1"
"4100","1"
"4101","1"
"4102","1"
"4103","1"
"4104","3"
"4105","1"
"4106","2"
"4107","2"
"4108","2"
"4109","1"
"4110","1"
"4111","1"
"4112","1"
"4113","1"
"4114","1"
"4115","1"
"4116","1"
"4117","1"
"4118","2"
"4119","2"
"4120","2"
"4121","2"
"4122","2"
"4123","2"
"4124","2"
"4125","2"
"4126","2"
"4127","2"
"4128","2"
"4129","2"
"4130","1"
"4131","2"
"4132","2"
"4133","3"
"4134","2"
"4135","2"
"4136","2"
"4137","2"
"4138","2"
"4139","2"
"4140","2"
